staffid	skill
26005	Critical Thinking
26005	Development
26005	Evaluative
26005	Interpersonal
26005	Management
26006	Analytical
26006	Communication
26006	Critical Thinking
26006	Development
26006	Evaluative
26006	Interpersonal
26007	Administrative
26007	Communication
26007	Critical Thinking
26007	Development
26007	Evaluative
26008	Administrative
26008	Analytical
26008	Communication
26008	Critical Thinking
26008	Development
26008	Interpersonal
26008	Management
26009	Administrative
26009	Analytical
26009	Communication
26009	Critical Thinking
26009	Development
26009	Evaluative
26009	Interpersonal
26009	Management
26010	Administrative
26010	Communication
26010	Critical Thinking
26010	Development
26010	Evaluative
26010	Management
26011	Administrative
26011	Communication
26011	Critical Thinking
26011	Development
26011	Interpersonal
26011	Management
26012	Administrative
26012	Analytical
26012	Communication
26012	Critical Thinking
26012	Development
26012	Evaluative
26012	Interpersonal
26012	Management
26013	Analytical
26013	Communication
26013	Conceptual
26013	Development
26013	Evaluative
26013	Interpersonal
26013	Management
26014	Administrative
26014	Communication
26014	Conceptual
26014	Critical Thinking
26014	Evaluative
26014	Interpersonal
26015	Administrative
26015	Communication
26015	Critical Thinking
26015	Evaluative
26015	Interpersonal
26015	Management
26017	Analytical
26017	Conceptual
26017	Critical Thinking
26017	Evaluative
26017	Management
26018	Administrative
26018	Communication
26018	Critical Thinking
26018	Development
26018	Evaluative
26018	Interpersonal
26019	Administrative
26019	Analytical
26019	Communication
26019	Conceptual
26019	Critical Thinking
26019	Development
26019	Evaluative
26019	Interpersonal
26020	Administrative
26020	Analytical
26020	Critical Thinking
26020	Evaluative
26021	Administrative
26021	Analytical
26021	Communication
26021	Conceptual
26021	Development
26021	Evaluative
26021	Interpersonal
26021	Management
26022	Analytical
26022	Communication
26022	Conceptual
26022	Development
26022	Evaluative
26022	Interpersonal
26022	Management
26023	Administrative
26023	Analytical
26023	Communication
26023	Conceptual
26023	Critical Thinking
26023	Development
26023	Evaluative
26023	Interpersonal
26023	Management
26024	Administrative
26024	Communication
26024	Development
26024	Evaluative
26024	Interpersonal
26024	Management
26025	Administrative
26025	Analytical
26025	Communication
26025	Critical Thinking
26025	Development
26025	Evaluative
26026	Administrative
26026	Analytical
26026	Communication
26026	Evaluative
26027	Administrative
26027	Communication
26027	Critical Thinking
26027	Development
26027	Evaluative
26027	Interpersonal
26028	Analytical
26028	Communication
26028	Conceptual
26028	Development
26028	Evaluative
26028	Management
26029	Administrative
26029	Analytical
26029	Communication
26029	Evaluative
26030	Administrative
26030	Analytical
26030	Conceptual
26030	Critical Thinking
26030	Evaluative
26030	Management
26031	Communication
26031	Development
26031	Evaluative
26032	Analytical
26032	Communication
26032	Conceptual
26032	Development
26032	Evaluative
26032	Management
26033	Analytical
26033	Communication
26033	Conceptual
26033	Development
26033	Evaluative
26033	Management
26034	Administrative
26034	Analytical
26034	Evaluative
26034	Interpersonal
26036	Analytical
26036	Conceptual
26036	Critical Thinking
26036	Management
26040	Administrative
26040	Analytical
26040	Communication
26040	Critical Thinking
26040	Development
26040	Interpersonal
26040	Management
26041	Analytical
26041	Conceptual
26041	Management
26042	Analytical
26042	Communication
26042	Conceptual
26042	Critical Thinking
26042	Evaluative
26043	Administrative
26043	Analytical
26043	Communication
26043	Conceptual
26043	Critical Thinking
26043	Management
26044	Communication
26044	Critical Thinking
26044	Development
26044	Management
26045	Administrative
26045	Communication
26045	Conceptual
26045	Development
26045	Evaluative
26045	Interpersonal
26046	Administrative
26046	Analytical
26046	Communication
26046	Conceptual
26046	Critical Thinking
26046	Evaluative
26046	Management
26047	Administrative
26047	Analytical
26047	Communication
26047	Critical Thinking
26047	Interpersonal
26047	Management
26048	Administrative
26048	Development
26048	Interpersonal
26051	Conceptual
26051	Critical Thinking
26051	Development
26051	Evaluative
26051	Interpersonal
26051	Management
26052	Administrative
26052	Analytical
26052	Critical Thinking
26052	Development
26052	Management
26053	Analytical
26053	Communication
26053	Conceptual
26053	Development
26053	Evaluative
26053	Management
26054	Administrative
26054	Analytical
26054	Development
26054	Evaluative
26054	Management
26055	Administrative
26055	Management
26056	Conceptual
26056	Management
26057	Analytical
26057	Communication
26057	Critical Thinking
26057	Development
26057	Interpersonal
26058	Analytical
26058	Communication
26058	Critical Thinking
26058	Development
26058	Management
26059	Critical Thinking
26059	Development
26059	Evaluative
26059	Management
26060	Administrative
26060	Analytical
26060	Critical Thinking
26060	Interpersonal
26060	Management
26061	Administrative
26061	Communication
26061	Conceptual
26061	Interpersonal
26062	Administrative
26062	Communication
26062	Conceptual
26062	Critical Thinking
26062	Management
26063	Communication
26063	Critical Thinking
26063	Development
26064	Analytical
26064	Conceptual
26064	Critical Thinking
26064	Development
26064	Evaluative
26064	Management
26065	Conceptual
26065	Critical Thinking
26065	Development
26065	Evaluative
26065	Interpersonal
26066	Analytical
26066	Critical Thinking
26066	Interpersonal
26066	Management
34724	Administrative
34724	Communication
34724	Critical Thinking
34724	Development
34724	Evaluative
34724	Interpersonal
34724	Management
34725	Analytical
34725	Communication
34725	Critical Thinking
34726	Analytical
34726	Communication
34727	Administrative
34727	Analytical
34727	Communication
34727	Critical Thinking
34727	Evaluative
34727	Interpersonal
34728	Analytical
34728	Conceptual
34728	Critical Thinking
34728	Development
34728	Management
34729	Analytical
34729	Critical Thinking
34729	Development
34729	Management
34730	Communication
34730	Evaluative
34730	Interpersonal
34731	Administrative
34731	Analytical
34731	Conceptual
34731	Critical Thinking
34731	Evaluative
34731	Interpersonal
34731	Management
34732	Administrative
34732	Analytical
34732	Communication
34732	Conceptual
34732	Critical Thinking
34732	Development
34732	Evaluative
34732	Interpersonal
34732	Management
34733	Administrative
34733	Analytical
34733	Communication
34733	Conceptual
34733	Critical Thinking
34733	Development
34733	Evaluative
34733	Interpersonal
34733	Management
34734	Administrative
34734	Analytical
34734	Communication
34734	Conceptual
34734	Critical Thinking
34734	Development
34734	Evaluative
34734	Interpersonal
34734	Management
34735	Communication
34735	Conceptual
34735	Critical Thinking
34735	Evaluative
34735	Interpersonal
34735	Management
34736	Analytical
34736	Conceptual
34736	Critical Thinking
34736	Development
34736	Evaluative
34736	Interpersonal
34736	Management
34737	Administrative
34737	Conceptual
34737	Development
34737	Interpersonal
34737	Management
34738	Administrative
34738	Communication
34738	Conceptual
34738	Critical Thinking
34738	Evaluative
34738	Interpersonal
34738	Management
34740	Administrative
34740	Communication
34740	Conceptual
34740	Development
34740	Evaluative
34740	Interpersonal
34742	Administrative
34742	Analytical
34742	Conceptual
34742	Critical Thinking
34742	Development
34742	Evaluative
34742	Interpersonal
34742	Management
34743	Communication
34743	Critical Thinking
34743	Development
34743	Evaluative
34743	Interpersonal
34743	Management
34744	Administrative
34744	Analytical
34744	Critical Thinking
34744	Development
34744	Evaluative
34744	Interpersonal
34744	Management
34745	Administrative
34745	Analytical
34745	Interpersonal
34746	Administrative
34746	Analytical
34746	Communication
34746	Evaluative
34747	Administrative
34747	Analytical
34747	Communication
34748	Administrative
34748	Analytical
34748	Communication
34748	Management
34749	Administrative
34749	Analytical
34749	Critical Thinking
34749	Evaluative
34749	Interpersonal
34750	Administrative
34750	Communication
34750	Interpersonal
34751	Administrative
34751	Communication
34751	Conceptual
34751	Critical Thinking
34751	Development
34751	Evaluative
34752	Administrative
34752	Communication
34752	Conceptual
34752	Development
34753	Administrative
34753	Analytical
34753	Communication
34754	Administrative
34754	Communication
34754	Critical Thinking
34755	Administrative
34755	Analytical
34755	Communication
34756	Administrative
34756	Analytical
34756	Communication
34756	Conceptual
34757	Administrative
34757	Analytical
34757	Communication
34757	Interpersonal
34758	Administrative
34758	Analytical
34758	Communication
34759	Administrative
34759	Analytical
34759	Communication
34759	Critical Thinking
34760	Administrative
34760	Communication
34760	Critical Thinking
34760	Development
34760	Management
34761	Administrative
34761	Analytical
34761	Communication
34761	Critical Thinking
34762	Administrative
34762	Analytical
34762	Communication
34762	Interpersonal
34763	Administrative
34763	Analytical
34763	Communication
34764	Administrative
34764	Analytical
34764	Communication
34765	Administrative
34765	Analytical
34765	Communication
34766	Communication
34766	Development
34766	Interpersonal
34767	Administrative
34767	Analytical
34767	Communication
34767	Development
34767	Interpersonal
34767	Management
34768	Development
34768	Management
34769	Development
34769	Interpersonal
34769	Management
34770	Communication
34770	Critical Thinking
34770	Development
34770	Evaluative
34770	Management
34771	Administrative
34771	Analytical
34771	Communication
34771	Critical Thinking
34771	Interpersonal
34771	Management
34772	Analytical
34772	Communication
34772	Critical Thinking
34772	Evaluative
34772	Interpersonal
34772	Management
34773	Conceptual
34773	Critical Thinking
34773	Development
34773	Interpersonal
34773	Management
34774	Administrative
34774	Analytical
34774	Communication
34774	Conceptual
34774	Critical Thinking
34774	Development
34774	Evaluative
34774	Interpersonal
34775	Analytical
34775	Communication
34775	Conceptual
34775	Critical Thinking
34775	Development
34775	Evaluative
34775	Interpersonal
34776	Administrative
34776	Communication
34776	Conceptual
34776	Development
34776	Evaluative
34776	Interpersonal
34776	Management
34777	Administrative
34777	Analytical
34777	Conceptual
34777	Development
34777	Evaluative
34778	Administrative
34778	Analytical
34778	Communication
34778	Critical Thinking
34778	Evaluative
34778	Management
34779	Analytical
34779	Communication
34779	Conceptual
34779	Critical Thinking
34779	Development
34779	Evaluative
34779	Management
34780	Administrative
34780	Analytical
34780	Communication
34780	Development
34780	Interpersonal
34780	Management
34782	Administrative
34782	Analytical
34782	Communication
34782	Critical Thinking
34782	Development
34782	Evaluative
34782	Management
34783	Analytical
34783	Communication
34783	Critical Thinking
34783	Development
34783	Evaluative
34783	Management
34784	Analytical
34784	Conceptual
34784	Critical Thinking
34784	Development
34786	Analytical
34786	Communication
34786	Conceptual
34786	Management
34787	Communication
34787	Conceptual
34787	Management
34788	Analytical
34788	Communication
34788	Conceptual
34788	Critical Thinking
34788	Evaluative
34788	Interpersonal
34788	Management
34789	Analytical
34789	Communication
34789	Conceptual
34789	Development
34789	Evaluative
34789	Interpersonal
34790	Analytical
34790	Conceptual
34790	Critical Thinking
34790	Development
34790	Evaluative
34790	Interpersonal
34790	Management
34791	Administrative
34791	Analytical
34791	Communication
34791	Conceptual
34791	Critical Thinking
34791	Development
34791	Evaluative
34791	Interpersonal
34791	Management
34792	Administrative
34792	Conceptual
34792	Critical Thinking
34792	Development
34792	Interpersonal
34793	Communication
34793	Critical Thinking
34793	Interpersonal
34794	Administrative
34794	Conceptual
34794	Development
34794	Interpersonal
34795	Analytical
34795	Communication
34795	Conceptual
34795	Critical Thinking
34795	Development
34795	Evaluative
34795	Interpersonal
34795	Management
34796	Analytical
34796	Communication
34796	Conceptual
34796	Critical Thinking
34796	Evaluative
34796	Interpersonal
34797	Analytical
34797	Critical Thinking
34797	Development
34798	Analytical
