eventname	eventdate	ordernum	contentabst	contact	presenter	jobid	postdate
Model United Nations Conference	2017-02-17	2	Stretching exercises at the start of your day prevent injuries.	78585	374578	92117	2015-10-07
Model United Nations Conference	2017-02-17	3	Eat healthy to live healthily.	25750	374586	92122	2016-08-15
Model United Nations Conference	2017-02-17	4	Growth Of Robotics	12448	374578	92098	2015-10-07
Model United Nations Conference	2017-02-17	5	Take a career break!	25956	120336	92120	2015-06-08
Model United Nations Conference	2017-02-17	6	What Do You Need To Do When Buying A New House?	2673052	295	92111	2015-03-20
Model United Nations Conference	2017-02-17	7	The benefits of online learning.	2660580	374578	92117	2015-10-07
Most Inspiring Tamil Teacher Award	2015-04-25	1	Opening Speech	65612	295	92111	2015-03-20
Most Inspiring Tamil Teacher Award	2015-04-25	2	Why classes in school should be 45 minutes long.	387216	304	92177	2015-03-20
Most Inspiring Tamil Teacher Award	2015-04-25	3	The effects of eating disorders.	2711514	300	92098	2015-03-20
Most Inspiring Tamil Teacher Award	2016-05-14	1	Opening Speech	2214363	120336	92120	2015-06-08
Most Inspiring Tamil Teacher Award	2016-05-14	2	A Scientific And Ethical Perspective On The Developments Of Human Cloning	3097969	454306	92134	2015-11-07
Most Inspiring Tamil Teacher Award	2016-05-14	3	Work place violence.	34842	374578	92098	2015-10-07
Most Inspiring Tamil Teacher Award	2016-05-14	4	How our immune system works to keep you physically strong and capable.	25724	454306	92134	2015-11-07
Most Inspiring Tamil Teacher Award	2017-04-09	1	Opening Speech	25882	120336	92120	2015-06-08
Most Inspiring Tamil Teacher Award	2017-04-09	2	Three goals to strive for in life.	1983615	374578	92098	2015-10-07
Most Inspiring Tamil Teacher Award	2017-04-09	3	Importance Of Mobile And Internet Banking	2682349	374576	92114	2015-10-07
Most Inspiring Tamil Teacher Award	2017-04-09	4	Plants, animals and organisms that live in the ocean.	3001447	120336	92120	2015-06-08
Most Inspiring Tamil Teacher Award	2017-04-09	5	How airport biometrics systems work.	25499	454306	92134	2015-11-07
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2015-05-24	1	Opening Speech	38744	295	92111	2015-03-20
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2015-05-24	2	Happiness: The thing we all look for but never really understand.	12815	298	92114	2015-03-20
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2015-05-24	3	Economic Growth In China	12656	298	92114	2015-03-20
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2015-05-24	4	The latest astronomical technology.	399859	310	92172	2015-03-20
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2015-05-24	5	What does the International Organization for Standardization-ISO do?	3566617	306	92179	2015-03-20
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2016-12-28	1	Opening Speech	12585	374588	92124	2016-08-07
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2017-03-02	1	Opening Speech	2304484	374576	92114	2015-10-07
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2017-03-02	2	What to know about transferring colleges.	26045	374578	92098	2015-10-07
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2017-03-02	3	How roads are built.	12803	374586	92122	2016-08-15
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2017-03-02	4	Big three men's salubriousness issues.	145771	374588	92124	2016-08-07
Nanyang Polytechnic, School of Interactive and Digital Media (SIDM) Graduation Ceremony	2017-03-02	5	Dental care how to prevent tooth decay.	2711514	374586	92122	2016-08-15
National Camp Opening Ceremony	2015-10-19	1	Opening Speech	748570	374586	92175	2015-10-07
National Camp Opening Ceremony	2015-10-19	2	The qualities of a good student.	34727	374578	92098	2015-10-07
National Camp Opening Ceremony	2015-10-19	3	Obesity is the next health risk for the western world.	12495	374578	92117	2015-10-07
National Camp Opening Ceremony	2015-10-19	4	The advantages and disadvantages of social media.	12405	295	92111	2015-03-20
National Camp Opening Ceremony	2016-05-18	1	Opening Speech	34881	454306	92134	2015-11-07
National Camp Opening Ceremony	2016-05-18	2	The benefits of walking without shoes.	12765	374576	92114	2015-10-07
National Camp Opening Ceremony	2016-05-18	3	B2B contracts on intellectual property-dull stuff you think perhaps, but if you make a some kind of a floor plan or roadmap for future contracts you are the boss and an authority at once in this field for many who have to struggle with this.	3589748	454306	92134	2015-11-07
National Camp Opening Ceremony	2016-05-18	4	The effects of violent video games on children.	2673095	295	92111	2015-03-20
National Camp Opening Ceremony	2016-05-18	5	Parent-Child Relationships And Their Importance	408952	295	92111	2015-03-20
National Camp Opening Ceremony	2016-05-18	6	Reducing Domestic Violence Today	307532	374578	92117	2015-10-07
National Camp Opening Ceremony	2016-05-18	7	Effective Methods Of Losing Weight Without Straining Your Body	25706	374576	92114	2015-10-07
National Camp Opening Ceremony	2017-11-20	1	Opening Speech	2834794	2649564	92120	2017-09-22
National Camp Opening Ceremony	2017-11-20	2	What you need to know about the Principality of Andorra.	12750	2649564	92120	2017-09-22
National Camp Opening Ceremony	2017-11-20	3	How does our brain work?	2660586	374588	92128	2017-05-07
National Citizenship Ceremony	2016-01-15	1	Opening Speech	2682347	120336	92120	2015-06-08
National Citizenship Ceremony	2016-01-15	2	A cheetah's hunting skills.	38740	295	92111	2015-03-20
National Citizenship Ceremony	2016-01-15	3	How Would The Economy Change If Everyone Decided To Produce His Or Her Food?	173881	120336	92120	2015-06-08
National Citizenship Ceremony	2016-01-15	4	How to use email to promote your business.	25976	120336	92120	2015-06-08
National Citizenship Ceremony	2016-01-15	5	The incredible power of the mind.	12549	374576	92114	2015-10-07
National Citizenship Ceremony	2017-09-22	1	Opening Speech	25655	374586	92120	2017-04-24
National Citizenship Ceremony	2017-09-22	2	Improving the active learning curve in education.	173869	374588	92128	2017-05-07
National Citizenship Ceremony	2017-09-22	3	How chocolate is made.	25525	454306	92134	2015-11-07
National Citizenship Ceremony	2017-09-22	4	The history of the Pilates system that was very popular in the nineties.	640652	454306	92134	2015-11-07
National Citizenship Ceremony	2018-04-23	1	Opening Speech	34865	374578	92098	2015-10-07
National Citizenship Ceremony	2018-04-23	2	Single Parenting And How It Affects College Students	2660590	454306	92134	2015-11-07
National Day Observance Ceremony	2017-09-02	1	Opening Speech	2682322	374588	92128	2017-05-07
National Day Observance Ceremony	2017-09-02	2	Smoking And Why It's An Awful Habit	25583	374578	92117	2015-10-07
National Day Observance Ceremony	2017-09-02	3	Ways to prepare for the types of physical tests, e.g. the Bruce, Beep.	1309945	308	92122	2017-04-24
National Day Observance Ceremony	2017-09-02	4	The Future Of GMO's In Agriculture	2823057	374586	92120	2017-04-24
National Day Observance Ceremony	2017-09-02	5	Comfortable workout clothing and activewear for women.	12743	308	92122	2017-04-24
National Day Observance Ceremony	2017-09-02	6	A guide to different social media sites.	3655	374586	92120	2017-04-24
National Day Observance Ceremony in Schools	2015-05-06	1	Opening Speech	12539	300	92117	2015-03-20
National Day Observance Ceremony in Schools	2015-05-06	2	Computers benefit students in school.	25679	298	92114	2015-03-20
National Day Observance Ceremony in Schools	2015-05-06	3	Computers benefit students in school.	12791	300	92117	2015-03-20
National Day Observance Ceremony in Schools	2015-05-06	4	The best natural medicines.	12713	306	92179	2015-03-20
National Day Observance Ceremony in Schools	2015-05-06	5	Unethical Advertising Content	3019259	304	92177	2015-03-20
National Day Observance Ceremony in Schools	2016-10-20	1	Opening Speech	25973	374576	92114	2015-10-07
National Day Observance Ceremony in Schools	2016-10-20	2	Easy Business Start-Ups That Require Few Resources	145760	295	92111	2015-03-20
National Day Observance Ceremony in Schools	2017-09-16	1	Opening Speech	457804	374576	92114	2015-10-07
National Day Observance Ceremony in Schools	2017-09-16	2	Ways to improve short and long term career plans	26017	454306	92134	2015-11-07
National Day Observance Ceremony in Schools	2017-09-16	3	The Essence Of Education In Building An Industrial Society	307467	295	92111	2015-03-20
National Day Observance Ceremony in Schools	2017-09-16	4	What you need to know about the Principality of Andorra.	25579	374578	92098	2015-10-07
National Day Observance Ceremony in Schools	2017-09-16	5	How earthquakes can be predicted.	155147	308	92122	2017-04-24
National Day Observance Ceremony in Schools	2017-09-16	6	How has social media impacted our daily lives?	26061	374576	92114	2015-10-07
National Day Observance Ceremony in Schools	2017-09-16	7	The evolution of the internet.	2818605	295	92111	2015-03-20
National Day Observance Ceremony in Schools	2017-09-16	8	Growth Of The Foster Care System In The Country	34798	374586	92120	2017-04-24
National Day Parade	2015-06-20	1	Opening Speech	2060424	120336	92120	2015-06-08
National Day Parade	2015-06-20	2	Mars was the same as Earth in the past.	1332178	306	92179	2015-03-20
National Day Parade	2015-06-20	3	How smoking is harmful to your health.	2873381	120338	92181	2015-06-08
National Day Parade	2015-06-20	4	Fish In Seas Are Oceans Are No Longer In Large Numbers. Why?	2912095	295	92111	2015-03-20
National Day Parade	2016-03-17	1	Opening Speech	748570	308	92170	2015-03-20
National Day Parade	2016-03-17	2	Sigmund Freud Theory.	25673	374588	92172	2015-10-07
National Day Parade	2016-03-17	3	Praise in public and criticize or punish in private.	25542	374586	92175	2015-10-07
National Day Parade	2016-03-17	4	The responsibility of parents and students regarding education.	748565	308	92170	2015-03-20
National Day Parade	2016-03-17	5	How the Earth was formed.	2818625	295	92111	2015-03-20
National Day Parade	2016-03-17	6	How To Get The Best Grades While In College	843039	374578	92117	2015-10-07
National Day Parade	2016-03-17	7	Why global population keeps growing.	3434807	374588	92172	2015-10-07
National Day Parade	2017-03-01	1	Opening Speech	173697	295	92111	2015-03-20
National Day Parade	2017-03-01	2	Eat healthy to live healthily.	26054	454306	92134	2015-11-07
National Day Parade	2017-03-01	3	The rising cost of education.	12643	374578	92098	2015-10-07
National Day Parade	2017-03-01	4	How Have Carbon Dioxide Emissions Affected The Way We Pay Taxes?	25591	374586	92122	2016-08-15
National Day Parade	2017-03-01	5	How to ace the GRE.	34748	120336	92120	2015-06-08
National Day Rally	2015-06-03	1	Opening Speech	26036	304	92177	2015-03-20
National Day Rally	2015-06-03	2	How visual arts can be used for educational organizations.	25945	300	92098	2015-03-20
National Day Rally	2015-06-03	3	How to survive a shark attack.	2818636	310	92172	2015-03-20
National Day Rally	2015-06-03	4	The Essence Of Education In Building An Industrial Society	146040	295	92111	2015-03-20
National Day Rally	2015-06-03	5	The reason humans itch.	26051	300	92117	2015-03-20
National Day Rally	2015-06-03	6	Smoking And Why It's An Awful Habit	25717	304	92177	2015-03-20
National Day Rally	2015-06-03	7	How celiac disease affects our world.	12528	306	92179	2015-03-20
National Day Rally	2016-06-27	1	Opening Speech	25633	120336	92120	2015-06-08
National Day Rally	2016-06-27	2	High-risk pregnancy complications.	3511925	120336	92120	2015-06-08
National Day Rally	2016-06-27	3	How to find student discounts.	173880	374576	92114	2015-10-07
National Day Rally	2017-02-26	1	Opening Speech	3133348	374578	92098	2015-10-07
National Day Rally	2017-02-26	2	Increasing weight leads to increasing condition and risks.	25652	454306	92134	2015-11-07
National Day Rally	2017-02-26	3	Different methods of strength training programs for revalidating patients. Ideas for informative speech topics on fitness:	25712	454306	92134	2015-11-07
National Day Rally	2017-02-26	4	The negative effects of cellphones.	12472	374586	92122	2016-08-15
National Family Violence Networking System Conference (NFVNS)	2016-07-17	1	Opening Speech	26036	374578	92117	2015-10-07
National Family Violence Networking System Conference (NFVNS)	2016-07-17	2	The history of aboriginals in Australia.	25769	295	92111	2015-03-20
National Family Violence Networking System Conference (NFVNS)	2016-07-17	3	How to make the U.S. a better country.	2047749	120336	92120	2015-06-08
National Family Violence Networking System Conference (NFVNS)	2016-07-17	4	How To Look For The Most Suitable Jobs In Your Field	2583110	454306	92134	2015-11-07
National Family Violence Networking System Conference (NFVNS)	2016-07-17	5	The benefits of field trips for students.	25919	374578	92117	2015-10-07
National Family Violence Networking System Conference (NFVNS)	2017-03-11	1	Opening Speech	12556	374586	92122	2016-08-15
National Family Violence Networking System Conference (NFVNS)	2018-07-13	1	Opening Speech	2000783	3404254	92120	2018-05-07
National Family Violence Networking System Conference (NFVNS)	2018-07-13	2	Growth Of The Foster Care System In The Country	25569	3404254	92120	2018-05-07
National Family Violence Networking System Conference (NFVNS)	2018-07-13	3	The future of electric cars.	25570	374576	92114	2015-10-07
National Family Violence Networking System Conference (NFVNS)	2018-07-13	4	The latest astronomical technology.	2808431	295	92111	2015-03-20
National Family Violence Networking System Conference (NFVNS)	2018-07-13	5	The endangerment of tigers.	2808407	374578	92117	2015-10-07
National Family Violence Networking System Conference (NFVNS)	2018-07-13	6	Simple Techniques Of Avoiding Marketing Errors	3420	374578	92098	2015-10-07
