jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
90246	Assistant Director	92294323	10	90239	\N	NP
90247	Manager	92294510	9	90239	90246	NP
90248	OD Lead	92294302	9	90239	90246	NP
90249	Senior Executive	92294374	7	90239	90246	NP
90250	Senior Assistant Executive	92294105	8	90239	90246	NP
90252	Assistant Director	98889146	7	90251	90196	NP
90253	Senior Executive	92384416	9	90251	90252	NP
90254	Senior Assistant Executive	92294105	8	90251	90252	NP
90257	Assistant Director	92294329	10	90256	\N	NP
90258	Manager	92294516	7	90256	90257	NP
90259	Senior Executive	92294330	8	90256	90257	NP
90260	Senior Assistant Executive	92294166	9	90256	90257	NP
90261	OD Lead	92294303	9	90256	90257	NP
90262	Manager	92294511	9	90256	90196	NP
90263	Senior Executive	92294391	9	90256	90262	NP
90264	Senior Assistant Executive	92294097	9	90256	90262	NP
90265	Senior Executive	92294322	7	90256	90196	NP
90266	Senior Executive	92384773	7	90256	90265	NP
90267	Assistant Executive	92294165	7	90256	90265	NP
90268	OD Lead	92294308	9	90255	\N	NP
90270	Senior Assistant Director	92294104	10	90269	90196	NP
90271	Senior Executive (Communications Design)	92294458	8	90269	90270	NP
90272	Design Lead	92294503	7	90269	90270	NP
90273	Senior Design Lead	92384405	9	90269	90270	NP
90274	Senior Assistant Executive	98889163	7	90269	90270	NP
90277	Assistant Director	92294361	10	90276	\N	NP
90278	Manager	92294377	8	90276	90277	NP
90279	Senior Executive	92294515	9	90276	90277	NP
90280	Senior Assistant Executive	68358295	7	90276	90277	NP
90302	Assistant Director	92384282	9	90275	90196	NP
90281	Manager	92294373	7	90276	90302	NP
90282	Senior Executive	98889143	8	90276	90281	NP
90283	Manager	92294158	8	90276	90281	NP
90284	Senior Assistant Executive	68358291	9	90276	90281	NP
90285	Executive	92384439	9	90276	90281	NP
90286	Senior Assistant Executive	68358285	9	90276	90285	NP
90288	Senior Assistant Executive	92294233	10	90287	\N	NP
90289	Manager	92294273	9	90287	90302	NP
90290	Senior Executive	98889159	7	90287	90289	NP
90291	Senior Assistant Executive	68448587	7	90287	90289	NP
90292	Manager	92294224	8	90287	90289	NP
90293	Senior Executive	98979448	7	90287	\N	NP
90294	Senior Assistant Executive	92294234	9	90287	90293	NP
90296	Manager	98889147	7	90295	\N	NP
90297	Senior Executive	92294358	8	90295	90296	NP
90298	Senior Assistant Executive	92294231	7	90295	90296	NP
90299	Senior Executive	98889144	7	90295	90302	NP
90300	Senior Assistant Executive	92294334	7	90295	90299	NP
90301	Senior Executive	92294338	9	90295	90299	NP
90303	Assistant Director	92293877	8	90275	90302	NP
90305	Director (Services)	63328920	10	90153	\N	NP
90306	Director (Employee Communications & Engagement)	68379193	8	90153	90305	NP
90307	Director (Governance)	68747365	7	90153	90305	NP
90308	Assistant Director (Governance)	98888995	9	90153	90307	NP
90309	Personal Assistant to Senior Director and Director	68358189	8	90153	90305	NP
90310	Personal Assistant to Director (Employee Communications and Engagement)	68378951	9	90153	90305	NP
90311	Deputy Director (Organisation Development)	92294255	8	90153	90305	NP
90312	Deputy Director (Public Service Engagement)	92293923	7	90153	90305	NP
90313	Deputy Director (Services)	98889038	9	90153	90305	NP
90315	Senior Principal Organisational Development Consultant	63327574	7	90153	90305	NP
90316	Personal Assistant to Senior Principal Organisational Development Consultant	68358148	9	90153	90315	NP
90317	Personal Assistant to Karuna	68358257	9	90153	90305	NP
90318	Senior Organisation Development Consultant	63327584	8	90153	90305	NP
90321	Assistant Director	98889227	6	90320	90196	NP
90322	Senior Assistant Executive	92294158	7	90320	90321	NP
90323	Manager	98889123	7	90320	90321	NP
90324	Senior Executive	98889216	6	90320	90321	NP
90325	Executive	92294289	9	90320	90321	NP
90326	Senior Assistant Executive	92294158	8	90320	90325	NP
90328	Senior Assistant Director	92294478	6	90327	90196	NP
90329	Editor (Challenge)	92294125	9	90327	90328	NP
90330	Senior Assistant Executive	92294158	6	90327	90328	NP
90331	Communications Designer	92294253	7	90327	90328	NP
90332	Manager (Cube)	92294228	8	90327	90328	NP
90333	Senior Executive (Cube)	98889152	6	90327	90328	NP
90334	Content Editor (Cube)	92294281	8	90327	90328	NP
90335	Senior Assistant Director	92294519	8	90327	90328	NP
90336	Manager (Internal Communications & Engagement)	92294119	7	90327	90328	NP
90337	Assistant Editor (Challenge)	92294125	7	90327	90328	NP
90338	Designer	92294253	7	90327	90328	NP
90339	Senior Executive	98889140	6	90327	90328	NP
90340	Executive	92294101	6	90327	90328	NP
90341	Senior Assistant Executive	92294290	7	90327	90340	NP
90342	Assistant Director (Cube)	92294228	8	90327	90328	NP
90344	Senior Assistant Director	92294519	6	90343	90196	NP
90345	Manager	92294119	6	90343	90344	NP
90346	Senior Executive	92384850	9	90343	90344	NP
90347	Executive	92294097	6	90343	90344	NP
90348	Manager	92294115	6	90343	\N	NP
90349	Senior Executive	92294654	8	90343	90348	NP
90350	Executive	92294038	8	90343	90348	NP
90354	Senior Assistant Executive	92294192	6	90351	90196	NP
90415	Deputy Director	92294320	7	90355	89259	NP
90357	Manager	92294451	6	90356	90415	NP
90358	Manager	92294154	7	90356	90357	NP
90359	Executive	92294506	7	90356	90357	NP
90360	Senior Assistant Executive	98889215	6	90356	90359	NP
90361	Senior Executive	92294477	9	90356	90357	NP
90362	Senior Assistant Executive	98889136	8	90356	90357	NP
90363	Assistant Director	92294205	8	90356	90415	NP
90364	Manager	92294026	7	90356	90363	NP
90365	Senior Executive	98979724	8	90356	90363	NP
90366	Senior Assistant Executive	98889132	7	90356	90363	NP
90367	Senior Assistant Director	92294441	6	90356	\N	NP
90368	Manager	92294371	8	90356	90367	NP
90369	Manager	92294208	7	90356	90367	NP
90370	Manager	92294525	8	90356	90367	NP
90371	Manager	98889357	6	90356	90367	NP
90372	Manager	92294329	6	90356	90367	NP
90373	Executive	92294490	8	90356	90367	NP
90374	Senior Assistant Executive	98889157	8	90356	90373	NP
90375	Senior Assistant Executive	92294156	8	90356	90373	NP
90377	Senior Assistant Director	98889150	8	90376	90415	NP
90378	Manager	92294514	7	90376	90377	NP
90379	Senior Executive	92294102	6	90376	90377	NP
90380	Head (Board Nomination Coordinating Secretariat)	92294459	7	90376	90377	NP
90381	Senior Assistant Executive	92294141	6	90376	90377	NP
90382	Executive	92294455	7	90376	90377	NP
90383	Senior Assistant Executive	92294235	7	90376	90382	NP
90384	Senior Assistant Executive	63327101	6	90376	90382	NP
90386	Assistant Director	92294346	7	90385	90415	NP
90387	Senior Assistant Executive	92294222	9	90385	90386	NP
90388	Lead Analyst	92294522	8	90385	90386	NP
90389	Senior Analyst	92294525	7	90385	90386	NP
90390	Manager	92294525	8	90385	90386	NP
90391	Analyst	98889200	6	90385	90386	NP
90392	Assistant Executive	92294193	7	90385	90386	NP
90393	Assistant Director	92294211	6	90385	90386	NP
90395	Senior Manager	92294224	7	90394	90415	NP
90396	Manager	98889130	9	90394	90395	NP
90397	Assistant Executive	92294186	8	90394	90395	NP
90398	Senior Executive	98889137	8	90394	90395	NP
90399	Senior Assistant Executive	98889662	6	90394	90395	NP
90401	Assistant Director	92294373	9	90400	90415	NP
90402	Senior Executive	92294298	8	90400	90401	NP
90403	Executive	92294021	8	90400	90401	NP
90404	Senior Assistant Executive	92294100	8	90400	90403	NP
90405	Senior Assistant Executive	92294182	7	90400	90401	NP
90406	Manager	98889225	7	90400	90401	NP
90408	Assistant Director	92294058	7	90407	90415	NP
90409	Senior Executive	92294314	9	90407	90408	NP
90410	Manager	92294480	7	90407	90408	NP
90411	Executive	98889142	8	90407	90408	NP
90412	Assistant Executive	92294208	8	90407	90411	NP
90413	Assistant Executive	92295357	8	90407	90408	NP
90414	Senior Assistant Executive	92294214	8	90407	90408	NP
90416	Deputy Director	98889126	7	90355	90415	NP
90417	Director (Competencies and Learning)	63326521	8	90355	90415	NP
90421	Manager	98889225	8	90420	90415	NP
90422	Assistant Director	92294373	6	90420	90421	NP
90423	Senior Executive	98889130	6	90420	90421	NP
90424	Senior Executive	98889135	7	90420	90421	NP
90425	Senior Executive	98889187	6	90420	90421	NP
90426	Senior Assistant Executive	92384637	6	90420	90421	NP
90427	Assistant Executive	92294201	7	90420	90421	NP
90428	Assistant Director	92294366	9	90420	\N	NP
90429	Manager	98889218	8	90420	90428	NP
90430	Manager	98889123	6	90420	90428	NP
90431	Senior Executive	98889128	6	90420	90428	NP
90432	Senior Executive	98889180	7	90420	90428	NP
90433	Senior Assistant Executive	92294174	6	90420	90428	NP
90434	Assistant Executive	92294208	7	90420	90428	NP
90463	Director	63328685	6	90435	89259	NP
90437	Deputy Director	92294004	6	90436	90463	NP
90438	Senior Assistant Director	92294386	7	90436	90437	NP
90439	Assistant Director	98889200	6	90436	90437	NP
90440	Lead Analyst	92294357	8	90436	90437	NP
90441	Analyst	98889217	7	90436	90437	NP
90442	Senior Assistant Analyst	92294247	8	90436	90441	NP
90443	Lead Analyst	98889163	7	90436	90437	NP
90444	Senior Analyst	92384817	8	90436	90437	NP
90445	Senior Manager	92294352	6	90436	90437	NP
90446	Senior Assistant Director	92294377	9	90436	\N	NP
90447	Assistant Director	98889200	7	90436	90446	NP
90448	Senior Manager	92294349	7	90436	90446	NP
90449	Analyst	92294285	7	90436	90446	NP
90450	Senior Assistant Analyst	92294221	6	90436	90449	NP
90451	Lead Analyst	92294526	6	90436	90446	NP
90453	Senior Assistant Director	92294232	9	90452	90463	NP
90454	Lead Analyst	92294217	8	90452	90453	NP
90455	Analyst (Sense-making)	92294538	7	90452	90453	NP
90456	Senior Analyst	98889167	7	90452	90453	NP
90457	Principal Analyst	92294289	7	90452	90453	NP
90458	Senior Assistant Analyst	92294049	8	90452	90453	NP
90459	Senior Analyst (Sense-making)	92294531	8	90452	90453	NP
90460	Analyst	92294194	7	90452	90453	NP
90461	Senior Assistant Analyst	92295243	8	90452	90460	NP
90462	Assistant Director	92294262	7	90452	90453	NP
90464	Personal Assistant cum Senior Assistant Analyst	63328695	9	90435	90463	NP
90465	Director	63327501	7	90435	90463	NP
90466	Senior Assistant Director (Workforce Transformation)	92294032	8	90435	90463	NP
90468	Deputy Director	92294072	6	90467	90463	NP
90469	Senior Assistant Director	98889203	9	90467	90468	NP
90470	Senior Analyst	92294080	6	90467	90468	NP
90471	Lead Analyst	98889120	7	90467	90468	NP
90472	Senior Executive	92294080	8	90467	90468	NP
90514	Senior Director	63327640	7	90473	89259	NP
90475	Assistant Director	98889182	8	90474	90514	NP
90476	Lead Analyst	92294474	7	90474	90475	NP
90477	Senior Assistant Executive	92294144	7	90474	90475	NP
90480	Senior Assistant Director	92294309	9	90479	90514	NP
90481	Senior Assistant Director	92294469	7	90479	90480	NP
90482	Lead Analyst	92294503	6	90479	90480	NP
90483	Lead Analyst	92294274	7	90479	90480	NP
90484	Senior Analyst	92294508	8	90479	90480	NP
90485	Analyst	92294512	8	90479	90480	NP
90486	Senior Assistant Executive	92294129	7	90479	90480	NP
90487	Executive	92294163	7	90479	90480	NP
90489	Senior Assistant Director	92294309	7	90488	90514	NP
90490	Lead Analyst	92294466	9	90488	90489	NP
90491	Analyst (Rewards Strategy & HR Ops-Tech)	92294231	6	90488	90489	NP
90492	Executive	92294183	7	90488	90489	NP
90493	Senior Manager	92294147	8	90488	90489	NP
90494	Assistant Director	92294172	7	90488	90489	NP
90496	Senior Assistant Director	92294180	9	90495	90514	NP
90497	Analyst	98889159	8	90495	90496	NP
90498	Senior Assistant Executive	92294042	7	90495	90496	NP
90499	Senior Analyst	98889133	8	90495	90496	NP
90500	Lead Analyst	98889151	8	90495	90496	NP
90502	Senior Manager	92294160	9	90501	90514	NP
90503	Lead Analyst	92294000	8	90501	90502	NP
90504	Senior Analyst	92294062	8	90501	90502	NP
90505	Analyst	98889153	8	90501	90502	NP
90506	Senior Assistant Executive	98889318	8	90501	90502	NP
90508	Senior Assistant Director	92294469	7	90507	90514	NP
90509	Lead Analyst	98889138	6	90507	90508	NP
90510	Analyst	98889159	9	90507	90508	NP
90511	Senior Analyst	92294431	8	90507	90508	NP
90512	Senior Assistant Executive	98890615	8	90507	90508	NP
90513	Executive	98889326	6	90507	90508	NP
90515	Director	63327136	7	90473	90514	NP
90516	Personal Assistant to Senior Director	63326425	7	90473	90514	NP
90517	Personal Assistant to Director cum Senior Assistant Executive (Career Management)	63327641	9	90473	90514	NP
90518	Advisor (Superannuation & Exit)	92293961	6	90473	90514	NP
90519	"Deputy Director (Benefits, Superannuation & Exit"	92294347	8	90473	90514	NP
90520	Deputy Director (Career Management)	92294154	7	90473	90514	NP
90549	Senior Director	63327649	7	90521	89259	NP
90523	Assistant Director	92294180	7	90522	90549	NP
90524	Senior Analyst	98889151	6	90522	90523	NP
90525	Senior Assistant Executive	92294042	7	90522	90523	NP
90526	Analyst	98889133	8	90522	90523	NP
90527	Lead Analyst	92294034	6	90522	90523	NP
90529	Senior Analyst	92294521	6	90528	90549	NP
90530	Senior Assistant Executive	98979748	8	90528	90529	NP
90531	Lead Analyst	92294513	7	90528	90529	NP
90533	Senior Manager	92294160	9	90532	\N	NP
90534	Lead Analyst	92294459	7	90532	90533	NP
90535	Senior Analyst	92294062	8	90532	90533	NP
90536	Senior Assistant Executive	98889302	6	90532	90533	NP
90537	Analyst	98889160	7	90532	90533	NP
90538	Lead Analyst	92294517	7	90532	90549	NP
90539	Senior Assistant Executive	98889313	6	90532	90538	NP
90540	Senior Analyst	92294324	6	90532	90538	NP
90541	Lead Analyst	92294450	6	90532	90538	NP
90542	Assistant Director	92294239	7	90532	90549	NP
90543	Senior Analyst	92294331	6	90532	90542	NP
90544	Senior Analyst	92294450	7	90532	90542	NP
90545	Senior Analyst	92294513	8	90532	90542	NP
90546	Senior Analyst	92294053	8	90532	90542	NP
90547	Senior Analyst	92295691	8	90532	90542	NP
90548	Senior Assistant Executive	98889291	8	90532	90542	NP
90550	Director	63327122	7	90521	90549	NP
90551	Personal Assistant to Senior Director	63326377	6	90521	90549	NP
90552	Personal Assistant to Director cum Senior Assistant Executive (Career Management)	63327628	6	90521	90549	NP
90553	Deputy Director (Career Management)	92294127	7	90521	90549	NP
90554	Advisor (Superannuation & Exit)	92293974	7	90521	90549	NP
90555	"Deputy Director (Benefits, Superannuation & Exit"	92294395	9	90521	90549	NP
90556	Deputy Director (Superannuation & Exit)	92293974	8	90521	90549	NP
90557	Deputy Director (Benefits & Performance Management)	92294000	8	90521	90549	NP
90558	Senior Assistant Director (Compensation & Organisation Design)	92384831	7	90521	90549	NP
90559	Deputy Director (Compensation & Organisation Design)	92294234	6	90521	90549	NP
90563	Senior Assistant Director	92294309	9	90562	\N	NP
90564	Lead Analyst	92294160	7	90562	90563	NP
90565	Senior Analyst	92294508	6	90562	90563	NP
90566	Analyst	92294512	8	90562	90563	NP
90567	Senior Assistant Director	92294469	8	90562	90563	NP
90568	Lead Analyst	92294274	8	90562	90563	NP
90569	Senior Assistant Executive	92384726	6	90562	90563	NP
90570	Assistant Executive	92294179	7	90562	90563	NP
90573	Senior Assistant Director	92294308	8	90572	\N	NP
90574	Executive	92294182	7	90572	90573	NP
90575	Senior Assistant Executive	92294163	6	90572	90574	NP
90576	Assistant Executive	92294179	6	90572	90574	NP
90577	Senior Manager	92294172	7	90572	90573	NP
90578	Analyst (Rewards Strategy & HR Ops-Tech)	92294231	7	90572	90573	NP
90579	Lead Analyst	92384788	7	90572	90573	NP
90580	Senior Analyst	92294000	6	90572	90573	NP
90582	Senior Assistant Director	92294469	6	90581	\N	NP
90583	Senior Assistant Executive	98889366	6	90581	90582	NP
90584	Lead Analyst	98889138	9	90581	90582	NP
90585	Analyst	98889192	8	90581	90582	NP
90586	Senior Analyst	98889138	8	90581	90582	NP
90589	Senior Manager	98889182	7	90588	90549	NP
90590	Senior Assistant Executive	92294144	7	90588	90589	NP
90591	Lead Analyst	92294513	8	90588	90589	NP
90592	Senior Analyst	92384689	6	90588	90589	NP
90593	Assistant Executive	92294175	6	90588	90589	NP
90596	Lead Analyst	92294041	7	90595	\N	NP
90597	Lead Analyst	92294160	9	90595	90596	NP
90598	Senior Analyst	92294508	6	90595	90596	NP
90599	Analyst	92294559	7	90595	90596	NP
90600	Assistant Executive	92294174	8	90595	90596	NP
90601	Assistant Director	92294474	7	90595	90549	NP
90602	Lead Analyst	92294036	8	90595	90601	NP
90603	Assistant Executive	92294226	6	90595	90601	NP
90604	Senior Analyst	92294466	7	90595	90601	NP
90606	Lead Analyst	92294215	7	90605	90549	NP
90607	Senior Analyst	92293998	6	90605	90606	NP
90608	Executive	92294183	7	90605	90606	NP
90609	Assistant Executive	92294236	7	90605	90608	NP
90610	Lead Analyst	92294167	9	90605	90606	NP
90611	Assistant Director	92294304	6	90605	90549	NP
90612	Lead Analyst	92294210	7	90605	90611	NP
90613	Senior Analyst	92293992	6	90605	90611	NP
90614	Executive	92294240	8	90605	90611	NP
90615	Assistant Executive	92294179	8	90605	90614	NP
90617	Assistant Director	92294424	9	90616	90549	NP
90618	Senior Assistant Executive	98890724	8	90616	90617	NP
90619	Senior Analyst	98889138	7	90616	90617	NP
