staffid	jobid	postdate	enddate
1898596	89307	2018-05-08	2018-08-07
1898596	89309	2017-08-22	2018-04-23
1898596	89313	2017-05-22	2017-07-22
1898596	90043	2016-07-22	2017-05-07
1898614	90068	2016-07-22	2017-05-07
1907979	89549	2018-04-23	2018-07-22
1907979	89556	2017-05-22	2018-04-07
1907979	89769	2018-04-23	2018-07-22
1907979	90491	2017-01-07	2017-05-07
1907979	90578	2016-07-22	2016-12-22
1959909	92146	2017-01-07	2018-10-07
1959909	92277	2017-04-22	2018-10-22
1959909	92284	2016-08-07	2017-04-07
1959909	92348	2017-06-22	2018-08-22
1959910	92147	2018-07-22	2018-10-22
1959910	92148	2017-01-07	2018-07-07
1962325	92275	2016-08-07	2018-10-22
1962328	92273	2018-06-22	2018-10-22
1962328	93164	2017-07-07	2018-10-22
1962331	92278	2018-02-07	2018-10-22
1962331	92283	2017-04-22	2018-01-22
1962331	92285	2016-08-07	2017-04-07
1971015	89380	2017-05-22	2018-04-07
1971015	89809	2017-05-22	2018-10-22
1971015	90196	2016-08-07	2017-05-07
1971015	90463	2016-08-07	2017-05-07
1983706	90901	2016-08-07	2018-03-22
1983706	90902	2018-04-07	2018-10-22
1983742	90986	2018-03-22	2018-10-22
1983865	91325	2017-05-23	2018-07-07
1992964	92383	2016-08-07	2017-05-22
1993036	92522	2016-08-07	2017-01-22
1993111	91815	2016-08-07	2016-10-22
1993111	91820	2018-07-22	2018-10-22
1993111	91821	2016-11-15	2018-07-07
1997234	91883	2016-11-15	2018-10-22
1997234	91884	2016-08-07	2016-10-22
1997241	91932	2016-11-15	2018-10-22
1997241	91933	2016-08-07	2016-10-22
2000584	88880	2017-01-07	2017-07-22
2000783	89254	2016-08-29	2018-10-22
2000784	89255	2016-08-29	2018-10-22
2000836	92100	2017-09-07	2017-12-22
2009465	89661	2017-05-22	2017-05-22
2009472	89491	2017-05-22	2018-10-22
2009472	89694	2017-05-22	2018-10-22
2009472	89995	2016-08-29	2017-05-07
2009472	90130	2016-08-29	2017-05-07
2009472	90417	2016-08-29	2017-05-07
2009545	89454	2017-09-08	2018-05-23
2009545	89455	2017-05-22	2017-08-22
2009545	89492	2017-09-07	2018-05-23
2009545	89497	2017-05-22	2017-08-22
2009545	89704	2017-06-23	2018-06-22
2009545	90103	2017-05-07	2017-05-07
2009545	90131	2016-08-29	2017-05-07
2009545	90384	2017-05-07	2017-05-07
2009561	89537	2017-06-23	2018-10-22
2009561	89948	2016-08-29	2017-05-22
2009681	91697	2016-08-29	2018-10-22
2009682	91989	2016-08-29	2018-10-22
2021875	89297	2017-05-22	2018-10-22
2021875	90032	2016-08-29	2017-05-07
2021913	89593	2017-05-22	2018-03-22
2021913	89689	2018-04-07	2018-10-22
2021913	90505	2017-01-07	2017-05-07
2021913	90537	2016-08-29	2016-12-22
2021943	89467	2017-05-22	2018-10-22
2021943	90140	2016-08-29	2017-05-07
2021969	89472	2017-05-22	2018-10-22
2021969	90144	2016-08-29	2017-05-07
2021969	90403	2016-08-29	2017-05-07
2031176	90483	2017-01-07	2017-05-07
2031176	90568	2016-08-29	2016-12-22
2031279	92434	2016-08-29	2017-05-22
2039218	92100	2017-12-22	2018-02-07
2047728	88969	2016-09-07	2016-09-07
2047749	89080	2018-04-07	2018-09-22
2047749	89082	2016-09-07	2018-03-22
2047749	89084	2018-10-07	2018-10-22
2047842	89642	2017-05-22	2017-05-22
2047842	89963	2016-09-07	2017-05-07
2048034	91005	2016-09-07	2017-07-22
2060351	89916	2016-09-07	2016-09-22
2060424	92395	2016-09-07	2017-05-22
2060594	90963	2016-09-07	2018-10-22
2060615	90996	2016-09-07	2017-03-22
2069674	89847	2017-05-22	2017-05-22
2069674	89849	2016-09-07	2017-05-07
2069817	92593	2017-02-07	2017-07-07
2077556	92274	2016-09-22	2017-08-22
2077556	93165	2017-07-07	2017-09-22
2077556	93199	2016-12-07	2017-05-22
2086281	89993	2016-09-22	2017-05-07
2108299	91812	2016-09-22	2016-10-22
2108299	91823	2018-07-22	2018-10-22
2108299	91824	2016-11-15	2018-07-07
2124671	88836	2016-10-07	2017-04-07
2124695	88946	2018-04-07	2018-10-22
2124702	88959	2016-10-07	2017-04-22
2124758	89023	2016-10-07	2018-10-22
2137403	89830	2016-10-07	2017-04-22
2137403	89833	2017-05-07	2017-05-07
2137481	89530	2017-06-23	2018-01-22
2137482	89535	2017-06-23	2018-02-07
2137482	89916	2016-10-07	2017-05-22
2137547	89369	2018-04-07	2018-10-22
2137547	89376	2017-05-22	2018-03-22
2137547	90459	2016-10-07	2017-05-07
2137729	90988	2016-10-07	2018-10-22
2174813	89199	2017-06-22	2018-08-22
2187727	92407	2016-10-22	2017-05-22
2187861	90863	2018-03-22	2018-07-07
2205546	88916	2016-11-15	2016-11-22
2214274	89070	2018-04-07	2018-10-22
2214282	88983	2016-11-15	2018-03-22
2214282	88985	2018-04-07	2018-10-22
2214289	89077	2016-11-15	2018-10-22
2214290	89078	2018-04-07	2018-10-22
2214328	89103	2016-11-15	2017-05-22
2214333	89110	2016-11-15	2018-03-22
2214333	89114	2018-04-07	2018-10-22
2214363	89213	2016-11-15	2017-05-22
2214476	89425	2017-06-23	2018-10-22
2214476	89862	2016-11-15	2017-05-22
2214476	92828	2017-05-07	2018-10-22
2214476	92892	2017-05-07	2018-10-22
2214500	89795	2017-05-22	2017-06-23
2214500	89811	2017-08-22	2018-10-22
2214500	89819	2017-07-07	2017-07-22
2214500	90206	2016-11-15	2017-05-07
2214618	91541	2016-11-15	2018-10-22
2214618	91595	2016-11-15	2018-10-22
2226954	90030	2016-11-15	2017-05-07
2226959	89302	2017-05-22	2018-02-07
2226959	90033	2016-11-15	2017-05-07
2227027	89453	2017-05-22	2018-07-22
2227027	90099	2016-11-15	2017-05-07
2227027	90380	2016-11-15	2017-05-07
2227053	89473	2017-05-22	2018-09-22
2227053	90145	2016-11-15	2017-05-07
2227053	90404	2016-11-15	2017-05-07
2227311	90883	2016-11-15	2018-03-22
2227311	90884	2018-04-07	2018-08-07
2227397	91223	2018-04-07	2018-10-22
2227472	91518	2017-01-07	2018-10-22
2227472	91522	2016-11-15	2016-12-22
2227474	91520	2016-11-15	2017-09-07
2227474	91527	2018-07-22	2018-10-22
2227474	91528	2017-09-23	2018-07-07
2236571	92334	2016-11-15	2017-07-08
2236673	92654	2018-08-07	2018-08-22
2236681	92542	2016-11-15	2017-01-22
2240887	91644	2016-11-15	2017-07-08
2240896	91736	2016-11-15	2018-10-22
2240904	91774	2016-11-15	2018-10-22
2240907	91793	2016-11-15	2018-09-07
2240908	91794	2016-11-15	2017-09-23
2240912	91834	2018-07-22	2018-10-22
2240912	91835	2016-11-15	2018-07-07
2240922	91895	2016-11-15	2018-10-22
2240952	92008	2018-07-22	2018-10-22
2240952	92009	2016-11-15	2018-07-07
2240955	92002	2016-11-15	2018-10-22
2240956	92023	2016-11-15	2018-10-22
2240957	91745	2017-12-08	2018-10-22
2240957	92028	2016-11-15	2017-11-28
2280774	92162	2017-01-07	2018-10-22
2282954	88882	2017-01-07	2018-10-22
2282954	88915	2016-12-07	2016-12-22
2304399	89542	2017-05-22	2017-07-22
2304484	89890	2016-12-07	2017-05-22
2304485	89510	2017-06-23	2018-10-22
2314256	89848	2016-12-07	2017-05-22
2330624	88967	2018-05-23	2018-10-22
2330624	88968	2018-04-07	2018-05-07
2369557	88878	2017-01-07	2018-10-22
2369639	89026	2017-07-22	2018-08-07
2369639	89036	2017-01-07	2017-07-07
2369768	89721	2017-06-23	2018-05-23
2369768	89956	2017-01-07	2017-05-22
2369769	89722	2017-06-23	2018-10-22
2369769	89957	2017-01-07	2017-05-22
2369771	89723	2017-06-23	2018-10-22
2382481	89885	2017-01-07	2017-05-22
2382772	91114	2017-01-07	2018-06-22
2382772	91140	2017-05-22	2018-06-22
2392165	89773	2017-05-22	2018-07-07
2392204	92310	2017-01-07	2017-07-08
2392204	92321	2017-01-07	2017-07-08
2399715	88912	2017-01-22	2018-01-22
2408517	88752	2017-01-22	2017-04-07
2408594	89071	2017-01-22	2018-03-22
2408747	89681	2018-04-07	2018-10-22
2421592	92404	2017-01-22	2017-05-22
2439052	92274	2017-08-22	2018-06-22
2447919	92214	2017-03-22	2018-03-22
2447919	92220	2018-04-07	2018-10-22
2447945	92605	2017-02-07	2017-04-07
2447946	92606	2017-02-07	2017-04-07
2447951	92613	2017-02-07	2017-03-22
2447953	92614	2017-02-07	2017-03-22
2447953	92616	2017-04-07	2017-05-22
2460539	92686	2017-02-07	2017-05-22
2460542	92652	2018-08-07	2018-08-22
2460542	92699	2017-02-07	2018-04-07
2460550	92706	2017-02-07	2017-05-22
2460555	92709	2017-02-07	2017-09-22
2460556	92710	2017-02-07	2017-05-22
2470480	92462	2017-04-07	2017-05-22
2470480	92464	2017-02-07	2017-03-22
2470522	91703	2018-09-07	2018-10-22
2470522	91704	2018-07-07	2018-08-22
2470522	91705	2017-02-07	2018-06-22
2470522	91709	2018-09-07	2018-10-22
2474828	92079	2017-02-08	2017-08-22
2487031	89493	2017-05-22	2017-12-07
2487031	90128	2017-02-23	2017-05-07
2487031	90416	2017-02-23	2017-05-07
2487133	90715	2017-02-22	2018-10-22
2487142	90828	2017-02-22	2018-10-22
2509557	89786	2018-03-23	2018-09-21
2509557	90241	2017-04-07	2017-05-07
2509557	90244	2017-02-22	2017-03-22
2556465	89439	2018-05-23	2018-10-22
2556465	89444	2018-01-22	2018-05-08
2556465	90372	2017-05-07	2017-05-07
2556506	89365	2017-05-22	2017-07-22
2556506	90443	2017-03-22	2017-05-07
2582650	88722	2017-04-07	2017-04-08
2583024	92223	2018-09-07	2018-10-22
2583024	92226	2017-04-07	2018-08-22
2583110	90829	2017-04-22	2018-10-22
2583110	91407	2017-04-07	2018-10-22
2595596	92687	2017-04-07	2017-05-22
2595840	91196	2017-04-07	2018-03-07
2595840	91255	2018-03-22	2018-10-22
2595854	91220	2017-04-07	2018-10-22
2610877	92145	2017-06-22	2018-10-22
2610877	92225	2018-10-22	2018-10-22
2622044	92289	2016-10-22	2018-06-22
2622052	92348	2017-04-22	2017-05-22
2649561	92127	2017-05-07	2018-04-22
2649564	92361	2018-03-25	2018-08-17
2649565	92126	2018-04-22	\N
2660168	88937	2018-04-07	2018-10-22
2660168	88940	2017-05-07	2018-03-22
2660179	88949	2017-05-07	2018-10-22
2660376	89619	2017-05-22	2018-04-07
2660376	90093	2017-05-07	2017-05-07
2660561	92730	2017-05-07	2018-04-22
2660562	92731	2017-05-07	2018-10-22
2660563	92763	2018-06-07	2018-10-22
2660563	92771	2017-05-07	2018-05-23
2660563	92973	2017-05-07	2018-10-22
2660563	93010	2017-05-07	2018-10-22
2660564	92764	2018-06-07	2018-10-22
2660564	92772	2017-05-07	2018-05-23
2660565	92732	2017-05-07	2018-04-22
2660565	92776	2018-05-07	2018-05-07
2660565	92938	2018-06-07	2018-10-22
2660565	92946	2017-05-07	2018-04-22
2660565	93014	2018-05-07	2018-10-22
2660565	93019	2017-05-07	2018-04-22
2660566	92733	2018-05-07	2018-10-07
2660566	92734	2017-05-07	2018-10-22
2660567	92735	2017-05-07	2018-04-22
2660567	92761	2018-05-07	2018-10-07
2660567	92917	2017-05-07	2018-04-22
2660567	92931	2018-05-07	2018-10-07
2660567	93011	2017-05-07	2018-10-07
2660568	92737	2017-05-07	2017-07-07
2660568	92738	2018-05-07	2018-05-07
2660568	92759	2018-05-23	2018-10-22
2660568	92760	2017-05-07	2018-04-22
2660569	92739	2017-05-07	2018-10-22
2660569	92888	2017-05-07	2018-05-23
2660569	92901	2018-06-07	2018-10-22
2660569	93013	2018-05-07	2018-10-22
2660569	93018	2017-05-07	2018-04-22
2660570	92740	2018-05-07	2018-10-22
2660570	92741	2017-05-07	2018-04-22
2660571	92774	2017-05-07	2017-09-22
2660571	93023	2017-05-07	2017-09-22
2660571	93032	2017-05-07	2017-09-22
2660572	92775	2017-05-07	2017-09-22
2660573	92742	2017-05-07	2017-09-07
2660573	93044	2017-05-07	2017-09-07
2660573	93070	2017-05-07	2017-09-07
2660574	92743	2017-09-22	2018-10-22
2660574	92744	2017-05-07	2017-09-07
2660575	92745	2017-05-07	2018-10-22
2660575	93048	2017-05-07	2018-10-22
2660575	93071	2017-05-07	2018-10-22
2660576	92746	2017-05-07	2018-10-22
2660577	92747	2017-05-07	2018-10-22
2660577	93057	2017-05-07	2018-10-22
2660577	93072	2017-05-07	2018-10-22
2660578	92748	2017-05-07	2018-10-22
2660579	92749	2017-05-07	2018-10-22
2660579	93067	2017-05-07	2018-10-22
2660579	93074	2017-05-07	2018-10-22
2660580	92750	2017-05-07	2018-10-22
2660581	92751	2017-05-07	2018-10-22
2660581	92930	2018-05-07	2018-10-22
2660581	93012	2017-05-07	2018-10-22
2660581	93025	2017-05-07	2018-04-22
2660582	92752	2017-05-07	2018-10-22
2660583	92758	2017-05-07	2018-10-22
2660583	92976	2018-05-07	2018-10-22
2660583	93003	2017-05-07	2018-04-22
2660583	93015	2018-05-07	2018-10-22
2660585	92753	2017-05-07	2017-12-22
2660585	93007	2017-05-07	2017-12-22
2660586	92754	2018-01-07	2018-10-07
2660586	92755	2017-05-07	2017-12-22
2660586	93742	2018-10-22	2018-10-22
2660587	92767	2018-07-22	2018-07-22
2660587	92769	2017-05-07	2018-07-07
2660587	92990	2018-07-22	2018-07-22
2660587	93000	2018-05-07	2018-07-07
2660587	93004	2017-05-07	2018-04-22
2660588	92768	2018-07-22	2018-10-22
2660588	92770	2017-05-07	2018-07-07
2660589	92756	2017-05-07	2017-09-22
2660589	93073	2017-05-07	2017-09-22
2660590	92757	2017-05-07	2018-10-22
2660590	92773	2017-11-27	2017-12-22
2660597	92983	2018-05-07	2018-10-22
2660597	93020	2017-05-07	2018-04-22
2660603	93075	2017-05-07	2018-10-22
2660603	93083	2018-05-23	2018-10-22
2660603	93085	2017-05-07	2018-05-07
2660604	93076	2017-05-07	2017-09-22
2660605	93087	2017-05-07	2018-02-22
2660606	93088	2017-05-07	2018-10-22
2673020	92781	2017-05-07	2018-10-22
2673020	92817	2018-04-23	2018-10-22
2673020	92820	2017-05-07	2018-04-07
2673020	92889	2017-05-07	2018-10-22
2673021	92846	2017-05-07	2018-10-22
2673021	92890	2017-05-07	2018-10-22
2673022	92809	2017-05-07	2018-05-23
2673022	92825	2017-05-07	2017-08-22
2673022	92891	2017-05-07	2018-06-07
2673024	92867	2017-05-07	2017-09-23
2673024	92902	2017-05-07	2017-09-22
2673025	92792	2017-05-07	2018-10-22
2673025	92893	2017-05-07	2018-10-22
2673026	92840	2017-05-07	2018-10-22
2673026	92894	2017-05-07	2018-10-22
2673027	92853	2017-05-07	2018-07-22
2673027	92895	2017-05-07	2018-10-22
2673028	92863	2017-05-07	2018-10-22
2673028	92898	2017-07-22	2018-10-22
2673028	92903	2017-05-07	2017-07-07
2673028	92905	2017-07-22	2018-10-22
2673029	92886	2017-05-07	2018-10-22
2673029	92896	2017-05-07	2018-10-22
2673030	92897	2017-05-07	2018-10-22
2673030	92908	2017-11-28	2018-10-22
2673032	92918	2017-05-07	2018-10-22
2673033	92920	2017-05-07	2018-10-22
2673034	92939	2017-11-28	2018-04-07
2673034	92942	2017-05-07	2017-09-22
2673035	92926	2018-04-22	2018-10-22
2673035	92940	2017-11-28	2018-04-07
2673035	92943	2017-05-07	2017-09-22
2673036	92919	2017-05-07	2017-09-22
2673038	92941	2017-11-28	2018-04-07
2673038	92944	2017-05-07	2017-09-22
2673039	92921	2018-04-22	2018-10-22
2673039	92922	2017-05-07	2017-09-22
2673041	92947	2017-05-07	2018-04-22
2673041	92977	2018-05-07	2018-10-07
2673041	93016	2018-05-07	2018-10-07
2673042	92965	2017-05-07	2018-04-22
2673042	92979	2018-05-07	2018-10-22
2673043	92958	2017-05-07	2018-09-22
2673044	92950	2017-05-07	2018-10-22
2673045	92953	2017-05-07	2018-10-22
2673046	92959	2017-05-07	2018-09-22
2673046	93746	2018-10-22	2018-10-22
2673047	92954	2017-05-07	2018-10-22
2673049	92961	2017-05-07	2018-09-22
2673049	92970	2018-10-07	2018-10-07
2673050	92963	2018-05-07	2018-09-22
2673050	92966	2017-05-07	2018-04-22
2673050	92980	2018-10-07	2018-10-22
2673051	92969	2017-05-07	2017-09-22
2673052	92955	2017-05-07	2018-10-22
2673053	92960	2017-05-07	2018-09-22
2673053	92971	2018-10-07	2018-10-22
2673054	92948	2017-05-07	2018-09-22
2673056	92962	2017-05-07	2018-09-22
2673057	92956	2017-05-07	2018-10-22
2673058	92949	2017-05-07	2018-10-22
2673059	92951	2017-05-07	2018-10-22
2673060	92957	2017-05-07	2018-10-22
2673061	92964	2018-05-07	2018-09-22
2673061	92967	2017-05-07	2018-04-22
2673061	92981	2018-10-07	2018-10-22
2673063	92978	2018-05-07	2018-10-07
2673063	93002	2017-05-07	2018-04-22
2673063	93022	2018-01-07	2018-04-22
2673063	93741	2018-10-22	2018-10-22
2673063	93752	2018-10-22	2018-10-22
2673063	93757	2018-10-22	2018-10-22
2673067	92974	2017-05-07	2018-07-07
2673067	92992	2018-07-22	2018-10-07
2673067	93754	2018-10-22	2018-10-22
2673068	92988	2018-05-07	2018-10-22
2673068	93008	2017-05-07	2017-09-22
2673068	93033	2017-11-28	2018-04-22
2673068	93038	2017-08-22	2017-09-07
2673069	92994	2018-09-22	2018-10-22
2673069	92996	2017-05-07	2018-09-07
2673071	92991	2018-07-22	2018-10-22
2673071	93001	2018-05-07	2018-07-07
2673071	93005	2017-05-07	2018-04-22
2673072	92997	2018-05-07	2018-09-07
2673072	93006	2017-11-28	2018-04-22
2673072	93009	2017-05-07	2017-09-22
2673073	92975	2017-05-07	2018-10-07
2673073	93751	2018-10-22	2018-10-22
2673075	93026	2017-05-07	2018-04-22
2673076	92933	2018-05-07	2018-10-22
2673077	93029	2017-05-07	2017-09-22
2673078	93027	2017-05-07	2018-04-22
2673080	93030	2017-05-07	2017-09-22
2673081	92935	2018-05-07	2018-10-22
2673083	93036	2017-05-07	2017-09-07
2673084	93039	2017-05-07	2017-07-22
2673085	93034	2017-05-07	2017-09-22
2673085	93077	2017-11-27	2018-10-22
2673085	93079	2017-11-28	2018-10-22
2673086	92968	2017-09-22	2018-04-22
2673086	93035	2017-05-07	2017-09-07
2673087	93040	2017-05-07	2017-07-22
2673089	93046	2017-05-07	2017-09-07
2673090	93045	2017-05-07	2018-10-22
2673093	93049	2017-05-07	2018-10-22
2673094	93050	2017-05-07	2018-10-22
2673095	93051	2017-05-07	2018-04-07
2673097	93058	2017-05-07	2018-10-22
2673098	93059	2017-05-07	2018-10-22
2673099	93060	2017-05-07	2018-10-07
2673099	93758	2018-10-22	2018-10-22
2673100	93061	2017-05-07	2018-09-07
2673102	93062	2017-05-07	2018-10-07
2673102	93759	2018-10-22	2018-10-22
2673104	93068	2017-05-07	2018-10-22
2673106	93069	2017-05-07	2018-10-22
2682171	89419	2017-06-23	2018-01-22
2682171	89855	2017-05-07	2017-05-22
2682228	92342	2017-05-07	2017-07-08
2682276	92782	2017-05-07	2018-07-22
2682277	92783	2017-05-07	2018-10-22
2682278	92784	2017-05-07	2018-10-22
2682279	92789	2017-05-07	2018-04-07
2682279	92821	2017-05-07	2018-04-07
2682280	92790	2017-05-07	2018-04-07
2682282	92802	2017-05-07	2018-05-08
2682283	92805	2017-05-07	2017-08-22
2682284	92793	2017-05-07	2018-10-22
2682285	92806	2017-05-07	2017-08-22
2682286	92794	2017-05-07	2018-10-22
2682287	92795	2017-05-07	2018-10-22
2682289	92803	2017-05-07	2018-05-08
2682290	92804	2017-09-08	2018-05-08
2682290	92807	2017-05-07	2017-08-22
2682291	92796	2017-05-07	2018-10-22
2682292	92797	2017-05-07	2017-07-22
2682293	92798	2017-05-07	2018-10-22
2682294	92799	2017-05-07	2018-10-07
2682296	92813	2017-05-07	2018-04-23
2682297	92815	2017-05-07	2017-08-22
2682297	92824	2017-09-08	2018-04-23
2682297	92826	2017-05-07	2017-08-22
2682298	92810	2017-05-07	2017-08-22
2682298	92909	2017-11-28	2018-10-22
2682299	92811	2017-05-07	2017-08-22
2682303	92822	2017-05-07	2018-04-07
2682307	92829	2017-05-07	2018-10-22
2682308	92836	2017-05-07	2018-05-08
2682308	92844	2018-05-23	2018-10-22
2682309	92830	2017-05-07	2018-04-23
2682312	92832	2017-05-07	2018-10-22
2682315	92841	2017-05-07	2018-10-22
2682316	92842	2017-05-07	2018-10-22
2682317	92843	2017-05-07	2018-04-07
2682319	92847	2017-05-07	2018-10-22
2682323	92848	2017-05-07	2018-04-23
2682325	92849	2017-05-07	2018-04-23
2682325	92913	2018-05-23	2018-10-22
2682326	92850	2017-05-07	2018-04-23
2682327	92851	2017-05-07	2018-04-23
2682327	92914	2018-05-23	2018-10-22
2682329	92854	2017-05-07	2018-10-22
2682330	92855	2017-05-07	2018-10-07
2682331	92856	2017-05-07	2018-10-22
2682332	92859	2017-05-07	2018-09-22
2682333	92857	2017-05-07	2018-10-22
2682334	92860	2017-05-07	2018-07-22
2682336	92864	2017-05-07	2018-10-22
2682337	92865	2017-05-07	2018-10-22
2682339	92875	2017-05-07	2018-04-23
2682340	92876	2017-05-07	2018-04-23
2682341	92868	2017-05-07	2018-10-22
2682342	92869	2017-05-07	2018-10-22
2682344	92870	2017-05-07	2018-10-22
2682345	92871	2017-05-07	2018-10-22
2682346	92872	2017-05-07	2018-10-22
2682347	92877	2017-05-07	2018-04-23
2682348	92878	2017-05-07	2018-04-23
2682349	92879	2017-05-07	2018-04-23
2682350	92873	2017-05-07	2018-10-22
2682351	92881	2017-05-07	2018-10-22
2682352	92882	2017-05-07	2018-10-22
2682353	92884	2017-05-07	2018-10-22
2682373	91714	2017-05-07	2018-01-07
2688063	92143	2018-01-22	2018-10-22
2688063	92169	2017-06-22	2017-07-22
2698966	91151	2018-07-07	2018-10-22
2698966	91155	2017-05-22	2018-06-22
2711180	89603	2018-04-07	2018-10-22
2711458	91290	2017-05-22	2018-03-07
2711464	91180	2018-04-07	2018-10-22
2711464	91185	2017-05-22	2018-03-22
2711514	91325	2018-10-22	2018-12-22
2721379	89340	2017-05-22	2018-10-22
2721383	89341	2017-05-22	2018-10-22
2721454	89543	2017-05-22	2017-05-22
2721521	89782	2017-05-22	2018-03-22
2721521	89816	2017-06-23	2018-03-22
2785213	92153	2017-06-22	2018-10-22
2795804	88780	2017-06-22	2018-10-22
2795841	88970	2017-06-22	2018-03-22
2795843	89045	2018-01-07	2018-02-22
2795843	89046	2017-06-22	2017-12-22
2795844	89042	2018-04-07	2018-10-22
2795844	89044	2017-06-22	2018-03-22
2795873	89006	2018-04-07	2018-10-22
2795873	89013	2017-06-22	2018-03-22
2795873	89089	2018-10-07	2018-10-22
2795873	89094	2018-04-07	2018-09-22
2795898	89086	2017-06-22	2017-09-22
2795902	89097	2017-06-22	2017-12-22
2795908	89107	2018-04-07	2018-09-22
2795908	89111	2017-06-22	2018-03-22
2795910	89184	2017-06-22	2018-10-22
2795997	92671	2018-06-07	2018-07-22
2796015	92352	2017-07-22	2018-05-07
2796015	92635	2018-05-07	2018-08-22
2796015	92644	2018-04-22	2018-04-22
2796015	92691	2017-07-22	2017-12-22
2796015	92723	2018-01-07	2018-04-07
2796015	92725	2017-07-22	2017-12-22
2808340	89724	2017-06-23	2017-06-23
2808384	92394	2017-06-23	2018-04-07
2808385	92274	2018-06-22	2018-10-22
2808385	92397	2017-06-23	2017-08-22
2808386	92395	2017-06-23	2018-10-22
2808387	92399	2017-06-23	2018-08-22
2808388	92274	2018-10-22	2018-12-22
2808388	92405	2017-06-23	2018-08-22
2808388	92406	2018-01-07	2018-06-22
2808389	92400	2017-06-23	2018-10-22
2808389	92409	2018-09-07	2018-09-07
2808391	92401	2017-06-23	2018-10-22
2808391	92410	2018-09-07	2018-09-07
2808392	92413	2018-09-07	2018-09-07
2808393	92403	2017-06-23	2018-07-07
2808393	92414	2018-09-07	2018-09-07
2808394	92402	2017-06-23	2018-10-22
2808394	92412	2018-09-07	2018-09-07
2808395	92403	2018-09-22	2018-10-22
2808395	92404	2017-06-23	2018-08-22
2808395	92415	2018-09-07	2018-09-07
2808396	92407	2017-06-23	2017-08-22
2808402	92417	2017-06-23	2018-09-22
2808403	92418	2017-06-23	2018-09-22
2808404	92419	2017-06-23	2018-09-22
2808405	92280	2018-09-22	2018-09-22
2808405	92358	2017-07-22	2017-09-22
2808408	92631	2018-05-07	2018-08-22
2808408	92640	2018-04-22	2018-04-22
2808409	92632	2018-05-07	2018-08-22
2808409	92641	2018-04-22	2018-04-22
2808410	92633	2018-05-07	2018-08-22
2808410	92642	2018-04-22	2018-04-22
2808410	92695	2018-04-07	2018-04-07
2808411	92634	2018-05-07	2018-08-22
2808411	92643	2018-04-22	2018-04-22
2808413	92645	2018-04-22	2018-04-22
2808414	92636	2018-05-07	2018-08-22
2808414	92646	2018-04-22	2018-04-22
2808414	92696	2018-04-07	2018-04-07
2808415	92623	2018-04-22	2018-08-22
2808415	92719	2017-07-22	2018-01-22
2808416	92637	2018-05-07	2018-08-22
2808416	92648	2018-04-22	2018-04-22
2808417	92638	2018-05-07	2018-08-22
2808417	92649	2018-04-22	2018-04-22
2808418	92651	2018-08-07	2018-08-22
2808418	92833	2018-05-08	2018-10-22
2808420	92653	2018-08-07	2018-08-22
2808422	92655	2018-08-07	2018-08-22
2808425	92656	2018-08-07	2018-08-22
2808426	92657	2018-08-07	2018-08-22
2808431	92662	2018-08-07	2018-10-22
2808434	92621	2018-04-22	2018-08-22
2808434	92629	2018-04-22	2018-09-22
2808434	92664	2018-09-07	2018-10-22
2808434	92666	2018-08-07	2018-08-22
2808436	92624	2018-04-22	2018-08-22
2808436	92720	2017-07-22	2018-01-22
2808437	92625	2018-04-22	2018-08-22
2808563	90874	2017-06-23	2018-10-22
2808566	90883	2018-04-07	2018-10-22
2808566	90885	2017-06-23	2018-03-22
2808678	91270	2018-07-22	2018-10-22
2808678	91282	2018-03-22	2018-04-07
2808678	91307	2017-06-23	2018-03-07
2818406	89519	2017-06-23	2018-07-22
2818407	89512	2018-02-22	2018-09-22
2818553	89773	2018-07-22	2018-10-22
2818553	89774	2017-06-23	2018-07-07
2818560	89778	2017-09-24	2018-10-22
2818600	92378	2017-06-23	2018-06-22
2818601	92382	2017-06-23	2017-12-07
2818602	92380	2018-04-07	2018-08-22
2818602	92383	2017-06-23	2018-03-22
2818604	92389	2017-06-23	2017-09-23
2818604	92401	2018-10-22	\N
2818604	92411	2018-09-07	2018-09-07
2818605	92386	2017-06-23	2018-08-22
2818605	92667	2018-08-07	2018-08-22
2818607	92387	2017-06-23	2018-07-22
2818608	92388	2017-06-23	2018-08-22
2818609	92478	2017-06-23	2018-06-22
2818610	92479	2017-06-23	2018-06-22
2818611	92480	2017-06-23	2018-06-22
2818612	92403	2018-07-07	2018-07-22
2818612	92481	2017-06-23	2018-04-23
2818614	92434	2017-06-23	2018-07-22
2818615	92435	2017-06-23	2018-07-22
2818617	92436	2017-06-23	2018-07-22
2818618	92445	2018-04-07	2018-07-22
2818618	92459	2017-06-23	2018-03-22
2818619	92460	2017-06-23	2018-03-22
2818620	92446	2018-04-07	2018-04-07
2818620	92452	2018-04-23	2018-07-22
2818621	92448	2018-04-07	2018-04-07
2818622	92449	2018-04-07	2018-04-07
2818622	92453	2018-04-23	2018-07-22
2818623	92449	2018-04-23	2018-07-22
2818623	92457	2018-04-07	2018-04-07
2818623	92471	2018-01-07	2018-03-22
2818624	92451	2018-04-23	2018-07-22
2818624	92456	2018-04-07	2018-04-07
2818626	92447	2018-04-23	2018-07-22
2818628	92420	2017-09-07	2018-09-22
2818628	92425	2017-06-23	2017-08-22
2818629	92422	2017-09-07	2018-09-22
2818629	92426	2017-06-23	2017-08-22
